time,signal
0.0,-2.9411764701641904e-05
2.0833333333333333e-05,0.13049703202061821
4.1666666666666665e-05,0.25879063540745273
6.25e-05,0.38265625927214636
8.333333333333333e-05,0.4999745284483353
0.00010416666666666667,0.6087380948236457
0.000125,0.7070859836224384
0.00014583333333333335,0.7933354352001798
0.00016666666666666666,0.8660106975275093
0.0001875,0.9238682767166169
0.00020833333333333335,0.9659182135464255
0.00022916666666666666,0.9914410219393318
0.00025,0.9999999995674741
0.0002708333333333333,0.9914486999506378
0.0002916666666666667,0.9659334381961352
0.0003125,0.923890787506753
0.0003333333333333333,0.8660401092922112
0.0003541666666666667,0.7933712446959987
0.000375,0.7071275781389728
0.0003958333333333333,0.6087847626671856
0.0004166666666666667,0.5000254711191388
0.0004375,0.3827106051269923
0.0004583333333333333,0.2588474545736972
0.00047916666666666664,0.13055535230657303
0.0005,2.9411764701826435e-05
0.0005208333333333333,-0.13049703202061835
0.0005416666666666666,-0.25879063540745273
0.0005625,-0.3826562592721462
0.0005833333333333334,-0.49997452844833495
0.0006041666666666667,-0.6087380948236456
0.000625,-0.7070859836224378
0.0006458333333333333,-0.7933354352001798
0.0006666666666666666,-0.8660106975275093
0.0006875,-0.9238682767166172
0.0007083333333333334,-0.9659182135464256
0.0007291666666666667,-0.9914410219393318
0.00075,-0.9999999995674741
0.0007708333333333333,-0.9914486999506378
0.0007916666666666666,-0.9659334381961352
0.0008125,-0.9238907875067529
0.0008333333333333334,-0.8660401092922108
0.0008541666666666667,-0.7933712446959991
0.000875,-0.7071275781389725
0.0008958333333333333,-0.6087847626671854
0.0009166666666666666,-0.5000254711191389
0.0009375,-0.38271060512699157
0.0009583333333333333,-0.2588474545736964
0.0009791666666666666,-0.13055535230657273
0.001,-2.941176470150481e-05
0.0010208333333333332,0.13049703202061821
0.0010416666666666667,0.25879063540745345
0.0010625,0.3826562592721461
0.0010833333333333333,0.4999745284483357
0.0011041666666666667,0.6087380948236458
0.001125,0.7070859836224384
0.0011458333333333333,0.7933354352001798
0.0011666666666666668,0.8660106975275093
0.0011875,0.9238682767166168
0.0012083333333333334,0.9659182135464255
0.0012291666666666666,0.9914410219393318
0.00125,0.9999999995674741
0.0012708333333333332,0.9914486999506378
0.0012916666666666667,0.9659334381961352
0.0013125,0.9238907875067526
0.0013333333333333333,0.8660401092922113
0.0013541666666666667,0.7933712446959986
0.001375,0.7071275781389721
0.0013958333333333333,0.6087847626671855
0.0014166666666666668,0.5000254711191382
0.0014375,0.38271060512699256
0.0014583333333333334,0.25884745457369657
0.0014791666666666666,0.13055535230657195
0.0015,2.9411764701627277e-05
0.0015208333333333332,-0.13049703202061724
0.0015416666666666667,-0.25879063540745245
0.0015625,-0.38265625927214675
0.0015833333333333333,-0.4999745284483348
0.0016041666666666667,-0.6087380948236457
0.001625,-0.7070859836224377
0.0016458333333333333,-0.7933354352001797
0.0016666666666666668,-0.8660106975275097
0.0016875,-0.9238682767166168
0.0017083333333333334,-0.965918213546425
0.0017291666666666666,-0.9914410219393319
0.00175,-0.9999999995674741
0.0017708333333333332,-0.9914486999506379
0.0017916666666666667,-0.9659334381961353
0.0018125,-0.9238907875067534
0.0018333333333333333,-0.8660401092922114
0.0018541666666666667,-0.7933712446959976
0.001875,-0.7071275781389721
0.0018958333333333334,-0.6087847626671856
0.0019166666666666666,-0.5000254711191383
0.0019375,-0.3827106051269943
0.001958333333333333,-0.2588474545736967
0.001979166666666667,-0.13055535230657386
0.002,-2.941176470174974e-05
0.0020208333333333332,0.1304970320206171
0.0020416666666666665,0.25879063540745234
0.0020625,0.3826562592721483
0.0020833333333333333,0.49997452844833623
0.0021041666666666665,0.608738094823647
0.002125,0.7070859836224376
0.0021458333333333334,0.7933354352001786
0.0021666666666666666,0.8660106975275096
0.0021875,0.9238682767166174
0.0022083333333333334,0.9659182135464255
0.0022291666666666666,0.9914410219393319
0.00225,0.9999999995674741
0.0022708333333333335,0.9914486999506377
0.0022916666666666667,0.9659334381961353
0.0023125,0.9238907875067535
0.0023333333333333335,0.8660401092922114
0.0023541666666666667,0.7933712446959997
0.002375,0.7071275781389734
0.002395833333333333,0.6087847626671843
0.002416666666666667,0.5000254711191385
0.0024375,0.3827106051269911
0.002458333333333333,0.2588474545736968
0.002479166666666667,0.13055535230657572
0.0025,2.9411764703648562e-05
0.0025208333333333333,-0.13049703202061874
0.0025416666666666665,-0.25879063540745223
0.0025625,-0.38265625927214325
0.0025833333333333333,-0.49997452844833296
0.0026041666666666665,-0.608738094823644
0.002625,-0.7070859836224375
0.0026458333333333334,-0.7933354352001796
0.0026666666666666666,-0.8660106975275077
0.0026875,-0.923868276716616
0.0027083333333333334,-0.9659182135464249
0.0027291666666666666,-0.9914410219393317
0.00275,-0.9999999995674741
0.0027708333333333335,-0.9914486999506381
0.0027916666666666667,-0.9659334381961358
0.0028125,-0.9238907875067535
0.0028333333333333335,-0.8660401092922114
0.0028541666666666667,-0.793371244696001
0.002875,-0.7071275781389748
0.002895833333333333,-0.6087847626671873
0.002916666666666667,-0.5000254711191401
0.0029375,-0.3827106051269961
